gene	transcript	mean_am_pathogenicity_bin	mean_am_pathogenicity	Approved_Symbol	HGNC_ID
NCAPD3	ENST00000534548	8	0.284678022	NCAPD3	HGNC:28952
C16orf95	ENST00000253461	8	0.284608752	C16orf95	HGNC:40033
IFNGR2	ENST00000290219	8	0.284592932	IFNGR2	HGNC:5440
FBXW10	ENST00000395665	8	0.284561527	FBXW10	HGNC:1211
IL37	ENST00000263326	8	0.284556096	IL37	HGNC:15563
KRT77	ENST00000341809	8	0.284537312	KRT77	HGNC:20411
GP5	ENST00000401815	8	0.284533176	GP5	HGNC:4443
ARHGEF5	ENST00000056217	8	0.284492032	ARHGEF5	HGNC:13209
LACC1	ENST00000325686	8	0.28447723	LACC1	HGNC:26789
PRCD	ENST00000586148	8	0.28446798	PRCD	HGNC:32528
CLCA4	ENST00000370563	8	0.284453442	CLCA4	HGNC:2018
ZFR2	ENST00000262961	8	0.284452808	ZFR2	HGNC:29189
C7orf49	ENST00000393114	8	0.284442646	CYREN	HGNC:22432
PKMYT1	ENST00000262300	8	0.284416767	PKMYT1	HGNC:29650
ANKRD53	ENST00000360589	8	0.284409143	ANKRD53	HGNC:25691
CSF2	ENST00000296871	8	0.284409103	CSF2	HGNC:2434
MOAP1	ENST00000556883	8	0.284403895	MOAP1	HGNC:16658
AADACL4	ENST00000376221	8	0.284399892	AADACL4	HGNC:32038
POLG2	ENST00000539111	8	0.28438372	POLG2	HGNC:9180
HPS4	ENST00000336873	8	0.284340287	HPS4	HGNC:15844
LAMC2	ENST00000264144	8	0.284319666	LAMC2	HGNC:6493
IQCF2	ENST00000333127	8	0.284313316	IQCF2	HGNC:31815
CASC1	ENST00000320267	8	0.284306048	DNAI7	HGNC:29599
SMAGP	ENST00000603864	8	0.284277483	SMAGP	HGNC:26918
CXorf30	ENST00000378653	8	0.284270727	CFAP47	HGNC:26708
BEX1	ENST00000372728	8	0.284261433	BEX1	HGNC:1036
FASLG	ENST00000367721	8	0.284251537	FASLG	HGNC:11936
APOE	ENST00000252486	8	0.284247164	APOE	HGNC:613
SIGLEC10	ENST00000339313	8	0.284230095	SIGLEC10	HGNC:15620
EFCAB6	ENST00000262726	8	0.284226309	EFCAB6	HGNC:24204
COL18A1	ENST00000359759	8	0.284217753	COL18A1	HGNC:2195
UBAP2	ENST00000360802	8	0.284208058	UBAP2	HGNC:14185
SMR3B	ENST00000304915	8	0.284164963	SMR3B	HGNC:17326
BUB1B	ENST00000287598	8	0.284137655	BUB1B	HGNC:1149
SPATA22	ENST00000573128	8	0.284134566	SPATA22	HGNC:30705
RFTN1	ENST00000334133	8	0.284104943	RFTN1	HGNC:30278
TRMT12	ENST00000328599	8	0.284063094	TRMT12	HGNC:26091
PEX26	ENST00000399744	8	0.28400684	PEX26	HGNC:22965
TMCO2	ENST00000372766	8	0.284004962	TMCO2	HGNC:23312
LAMB3	ENST00000367030	8	0.283982519	LAMB3	HGNC:6490
ALDH3B2	ENST00000349015	8	0.28395858	ALDH3B2	HGNC:411
SCGB3A1	ENST00000292641	8	0.283915452	SCGB3A1	HGNC:18384
TKTL1	ENST00000369915	8	0.283912546	TKTL1	HGNC:11835
APOL2	ENST00000249066	8	0.283887581	APOL2	HGNC:619
COL4A4	ENST00000396625	8	0.283869184	COL4A4	HGNC:2206
SMIM5	ENST00000537494	8	0.283860199	SMIM5	HGNC:40030
KIAA0947	ENST00000296564	8	0.28385702	ICE1	HGNC:29154
CEP112	ENST00000392769	8	0.283819189	CEP112	HGNC:28514
KIAA1143	ENST00000296121	8	0.283810335	KIAA1143	HGNC:29198
CDC42EP1	ENST00000249014	8	0.283766618	CDC42EP1	HGNC:17014
SERPINF2	ENST00000382061	8	0.28376627	SERPINF2	HGNC:9075
ENKUR	ENST00000331161	8	0.283728134	ENKUR	HGNC:28388
TANGO6	ENST00000261778	8	0.283713956	TANGO6	HGNC:25749
SLC39A2	ENST00000298681	8	0.283700457	SLC39A2	HGNC:17127
KANK4	ENST00000371153	8	0.283614123	KANK4	HGNC:27263
C1orf63	ENST00000243189	8	0.283599706	RSRP1	HGNC:25234
PTCD3	ENST00000254630	8	0.283550465	PTCD3	HGNC:24717
TMCO6	ENST00000394671	8	0.283547324	TMCO6	HGNC:28814
PGLYRP3	ENST00000290722	8	0.283545431	PGLYRP3	HGNC:30014
DEFB128	ENST00000334391	8	0.283539241	DEFB128	HGNC:18106
PCDHB13	ENST00000341948	8	0.283502466	PCDHB13	HGNC:8684
OR4S2	ENST00000312422	8	0.283458255	OR4S2	HGNC:15183
PCDHAC1	ENST00000253807	8	0.283431604	PCDHAC1	HGNC:8676
NLRP7	ENST00000590030	8	0.283431138	NLRP7	HGNC:22947
CST9	ENST00000376971	8	0.283416279	CST9	HGNC:13261
FIGLA	ENST00000332372	8	0.283288508	FIGLA	HGNC:24669
DNAJC24	ENST00000465995	8	0.283236593	DNAJC24	HGNC:26979
NSL1	ENST00000366977	8	0.283190216	NSL1	HGNC:24548
TTI2	ENST00000431156	8	0.283179414	TTI2	HGNC:26262
PMAIP1	ENST00000316660	8	0.283162565	PMAIP1	HGNC:9108
ALDH16A1	ENST00000293350	8	0.283121454	ALDH16A1	HGNC:28114
CLEC10A	ENST00000254868	8	0.283098119	CLEC10A	HGNC:16916
NCAPH	ENST00000240423	8	0.283065365	NCAPH	HGNC:1112
TOP1MT	ENST00000329245	8	0.283064847	TOP1MT	HGNC:29787
AKAP13	ENST00000394518	8	0.283011172	AKAP13	HGNC:371
VSIG10L	ENST00000335624	8	0.282999745	VSIG10L	HGNC:27111
CCDC67	ENST00000298050	8	0.282964468	DEUP1	HGNC:26344
SIT1	ENST00000259608	8	0.282923641	SIT1	HGNC:17710
NR0B2	ENST00000254227	8	0.282839232	NR0B2	HGNC:7961
CT62	ENST00000449977	8	0.282801824	CT62	HGNC:27286
SPINT4	ENST00000279058	8	0.282797913	SPINT4	HGNC:16130
FAM198A	ENST00000430121	8	0.282792378	GASK1A	HGNC:24485
LCN9	ENST00000277526	8	0.282783294	LCN9	HGNC:17442
TEX33	ENST00000381821	8	0.28278093	CIMIP4	HGNC:28568
CCDC108	ENST00000453220	8	0.282771089	CFAP65	HGNC:25325
OR2T2	ENST00000342927	8	0.282743362	OR2T2	HGNC:14725
BAG3	ENST00000369085	8	0.28271078	BAG3	HGNC:939
CEACAM21	ENST00000401445	8	0.282708618	CEACAM21	HGNC:28834
TRIM38	ENST00000357085	8	0.282684569	TRIM38	HGNC:10059
SLC27A5	ENST00000263093	8	0.282681254	SLC27A5	HGNC:10999
DNAAF1	ENST00000378553	8	0.282638555	DNAAF1	HGNC:30539
OR6M1	ENST00000309154	8	0.282578983	OR6M1	HGNC:14711
FAM81B	ENST00000283357	8	0.282558957	FAM81B	HGNC:26335
SPARCL1	ENST00000418378	8	0.282519709	SPARCL1	HGNC:11220
MAGEC3	ENST00000298296	8	0.282469029	MAGEC3	HGNC:23798
FAM183A	ENST00000335282	8	0.282453896	CFAP144	HGNC:34347
FAM194A	ENST00000295910	8	0.282408858	ERICH6	HGNC:28602
HLA-A	ENST00000376809	8	0.282375276	HLA-A	HGNC:4931
DDN	ENST00000421952	8	0.282352025	DDN	HGNC:24458
MUC5B	ENST00000529681	8	0.282350943	MUC5B	HGNC:7516
KLHL33	ENST00000344581	8	0.28227194	KLHL33	HGNC:31952
SPAG17	ENST00000336338	8	0.282244271	SPAG17	HGNC:26620
ZNF492	ENST00000456783	8	0.282237087	ZNF492	HGNC:23707
PPARGC1B	ENST00000309241	8	0.282234217	PPARGC1B	HGNC:30022
UBAP1	ENST00000359544	8	0.282219558	UBAP1	HGNC:12461
CD160	ENST00000235933	8	0.282165709	CD160	HGNC:17013
TMEM159	ENST00000572599	8	0.282147421	LDAF1	HGNC:30136
ARNTL2	ENST00000266503	8	0.282132201	BMAL2	HGNC:18984
DEFB112	ENST00000322246	8	0.282121682	DEFB112	HGNC:18093
TGS1	ENST00000260129	8	0.282118894	TGS1	HGNC:17843
EID3	ENST00000527879	8	0.282098425	EID3	HGNC:32961
GPBAR1	ENST00000521462	8	0.282089214	GPBAR1	HGNC:19680
ASB16	ENST00000293414	8	0.282065123	ASB16	HGNC:19768
SNAPC2	ENST00000221573	8	0.282051009	SNAPC2	HGNC:11135
KIF14	ENST00000367350	8	0.282044284	KIF14	HGNC:19181
BAG4	ENST00000287322	8	0.28201644	BAG4	HGNC:940
FASTKD2	ENST00000402774	8	0.282011366	FASTKD2	HGNC:29160
OR4P4	ENST00000314612	8	0.282005513	OR4P4	HGNC:15180
TERF1	ENST00000276603	8	0.281992276	TERF1	HGNC:11728
TRMT2B	ENST00000372935	8	0.281969818	TRMT2B	HGNC:25748
IL36A	ENST00000259211	8	0.281957016	IL36A	HGNC:15562
MROH2A	ENST00000389758	8	0.281942735	MROH2A	HGNC:27936
PRRT3	ENST00000412055	8	0.281892107	PRRT3	HGNC:26591
CNKSR1	ENST00000374253	8	0.281878452	CNKSR1	HGNC:19700
PILRB	ENST00000609309	8	0.281837991	PILRB	HGNC:18297
GP6	ENST00000417454	8	0.281832794	GP6	HGNC:14388
TRIM49C	ENST00000448984	8	0.281815004	TRIM49C	HGNC:38877
NEIL3	ENST00000264596	8	0.281787226	NEIL3	HGNC:24573
GIMAP5	ENST00000358647	8	0.281736199	GIMAP5	HGNC:18005
OPALIN	ENST00000371172	8	0.281656914	OPALIN	HGNC:20707
HES3	ENST00000377898	8	0.281634153	HES3	HGNC:26226
PDIA2	ENST00000219406	8	0.281536981	PDIA2	HGNC:14180
GOLGA6L4	ENST00000510439	8	0.28151588	GOLGA6L4	HGNC:27256
COX18	ENST00000295890	8	0.281512185	COX18	HGNC:26801
OR56B1	ENST00000317121	8	0.281507464	OR56B1	HGNC:15245
XCL1	ENST00000367818	8	0.281499563	XCL1	HGNC:10645
HEXIM2	ENST00000592695	8	0.281492504	HEXIM2	HGNC:28591
ERI2	ENST00000357967	8	0.281486043	ERI2	HGNC:30541
RNF6	ENST00000381588	8	0.281481997	RNF6	HGNC:10069
ZNF747	ENST00000252799	8	0.281472011	ZNF747	HGNC:28350
AKAP14	ENST00000371431	8	0.281464109	AKAP14	HGNC:24061
SNAP47	ENST00000315781	8	0.281459214	SNAP47	HGNC:30669
ZNF91	ENST00000300619	8	0.281457244	ZNF91	HGNC:13166
TMC6	ENST00000322914	8	0.281414231	TMC6	HGNC:18021
AKAP3	ENST00000228850	8	0.281413195	AKAP3	HGNC:373
AANAT	ENST00000392492	8	0.281364381	AANAT	HGNC:19
OTUD6A	ENST00000338352	8	0.281351672	OTUD6A	HGNC:32312
FAM24A	ENST00000368894	8	0.281343762	FAM24A	HGNC:23470
C5orf38	ENST00000334000	8	0.281267165	IRX2-DT	HGNC:24226
MTERF	ENST00000351870	8	0.281242758	MTERF1	HGNC:21463
TCF23	ENST00000296096	8	0.281213075	TCF23	HGNC:18602
IGFL4	ENST00000377697	8	0.2811904	IGFL4	HGNC:32931
UGT2B28	ENST00000335568	8	0.281188415	UGT2B28	HGNC:13479
C5orf47	ENST00000340147	8	0.281143886	C5orf47	HGNC:27026
LRIT1	ENST00000372105	8	0.281136282	LRIT1	HGNC:23404
KCNK18	ENST00000334549	8	0.281088884	KCNK18	HGNC:19439
BTBD16	ENST00000260723	8	0.281058232	BTBD16	HGNC:26340
C2CD4D	ENST00000454109	8	0.281051021	C2CD4D	HGNC:37210
ATRIP	ENST00000320211	8	0.281043397	ATRIP	HGNC:33499
PRSS54	ENST00000219301	8	0.281008289	PRSS54	HGNC:26336
KRTAP4-6	ENST00000345847	8	0.280993424	KRTAP4-6	HGNC:18909
TMEM225	ENST00000375026	8	0.280972429	TMEM225	HGNC:32390
ALPK3	ENST00000258888	8	0.280969963	ALPK3	HGNC:17574
TMEM74	ENST00000297459	8	0.280950809	TMEM74	HGNC:26409
SHROOM4	ENST00000289292	8	0.280904404	SHROOM4	HGNC:29215
NEK11	ENST00000508196	8	0.280887494	NEK11	HGNC:18593
ZMYM5	ENST00000337963	8	0.280864362	ZMYM5	HGNC:13029
COL4A3	ENST00000396578	8	0.280830419	COL4A3	HGNC:2204
MYOC	ENST00000037502	8	0.280827508	MYOC	HGNC:7610
TRAFD1	ENST00000412615	8	0.280821388	TRAFD1	HGNC:24808
TUSC5	ENST00000333813	8	0.280819662	TRARG1	HGNC:29592
COL15A1	ENST00000375001	8	0.280813052	COL15A1	HGNC:2192
EFCAB3	ENST00000305286	8	0.28077872	EFCAB3	HGNC:26379
OR2K2	ENST00000302681	8	0.280763311	OR2K2	HGNC:8264
C1orf68	ENST00000368775	8	0.280750661	KPLCE	HGNC:29468
PGLYRP4	ENST00000359650	8	0.280674376	PGLYRP4	HGNC:30015
OR1L6	ENST00000373684	8	0.280649481	OR1L6	HGNC:8218
MCAM	ENST00000264036	8	0.280646072	MCAM	HGNC:6934
ORC6	ENST00000219097	8	0.280620161	ORC6	HGNC:17151
KLHDC7B	ENST00000395676	8	0.280611234	KLHDC7B	HGNC:25145
UBXN10	ENST00000375099	8	0.280599018	UBXN10	HGNC:26354
AKAP9	ENST00000356239	8	0.280559689	AKAP9	HGNC:379
CCDC8	ENST00000307522	8	0.280539689	CCDC8	HGNC:25367
STK31	ENST00000355870	8	0.280529593	STK31	HGNC:11407
OR2V2	ENST00000328275	8	0.280442285	OR2V2	HGNC:15341
SMTNL1	ENST00000527972	8	0.280382189	SMTNL1	HGNC:32394
PARP9	ENST00000360356	8	0.280364739	PARP9	HGNC:24118
C17orf107	ENST00000381365	8	0.280338545	C17orf107	HGNC:37238
OR51V1	ENST00000321255	8	0.280321196	OR51V1	HGNC:19597
NMUR1	ENST00000305141	8	0.280197172	NMUR1	HGNC:4518
ERAP2	ENST00000437043	8	0.280194323	ERAP2	HGNC:29499
LCE1F	ENST00000334371	8	0.28019015	LCE1F	HGNC:29467
ANKZF1	ENST00000410034	8	0.280124998	ANKZF1	HGNC:25527
NAIP	ENST00000517649	8	0.28012267	NAIP	HGNC:7634
OR2J1	ENST00000377171	8	0.280075594	OR2J1	HGNC:8259
LEFTY2	ENST00000366820	8	0.28005807	LEFTY2	HGNC:3122
FAM166B	ENST00000399742	8	0.280053803	CIMIP2B	HGNC:34242
METTL18	ENST00000310392	8	0.279996003	METTL18	HGNC:28793
SOX30	ENST00000265007	8	0.279953935	SOX30	HGNC:30635
C2orf62	ENST00000289388	8	0.279949251	CATIP	HGNC:25062
TMEM194B	ENST00000409150	8	0.279937956	NEMP2	HGNC:33700
KIF18B	ENST00000593135	8	0.279913724	KIF18B	HGNC:27102
PRR13	ENST00000549135	8	0.279867774	PRR13	HGNC:24528
DNAAF2	ENST00000298292	8	0.279850286	DNAAF2	HGNC:20188
C4BPA	ENST00000367070	8	0.27984494	C4BPA	HGNC:1325
APOF	ENST00000398189	8	0.279841664	APOF	HGNC:615
OSTN	ENST00000339051	8	0.279830697	OSTN	HGNC:29961
HMGN3	ENST00000344726	8	0.279821409	HMGN3	HGNC:12312
FRAT1	ENST00000371021	8	0.2797756	FRAT1	HGNC:3944
SPATS1	ENST00000288390	8	0.27977395	SPATS1	HGNC:22957
OR6B1	ENST00000408922	8	0.279772601	OR6B1	HGNC:8354
C1orf226	ENST00000458626	8	0.279757511	C1orf226	HGNC:34351
CCDC71	ENST00000321895	8	0.279756739	CCDC71	HGNC:25760
OR6Q1	ENST00000302622	8	0.279747231	OR6Q1	HGNC:15302
ZNF431	ENST00000311048	8	0.279705987	ZNF431	HGNC:20809
C8orf86	ENST00000358138	8	0.279657638	LINC03042	HGNC:33774
NUDT17	ENST00000334513	8	0.279590653	NUDT17	HGNC:26618
N4BP2L2	ENST00000267068	8	0.279576481	N4BP2L2	HGNC:26916
RNF17	ENST00000255324	8	0.279560224	RNF17	HGNC:10060
ARMC10	ENST00000323716	8	0.279556306	ARMC10	HGNC:21706
CPN2	ENST00000429275	8	0.279510361	CPN2	HGNC:2313
BAAT	ENST00000395051	8	0.27949473	BAAT	HGNC:932
COIL	ENST00000240316	8	0.279476693	COIL	HGNC:2184
C2CD3	ENST00000334126	8	0.279468193	C2CD3	HGNC:24564
FANCA	ENST00000389301	8	0.279464907	FANCA	HGNC:3582
C1orf222	ENST00000493964	8	0.279441879	CFAP74	HGNC:29368
A1BG	ENST00000263100	8	0.279424811	A1BG	HGNC:5
C5orf52	ENST00000409999	8	0.279411	C5orf52	HGNC:35121
CYP20A1	ENST00000356079	8	0.279399551	CYP20A1	HGNC:20576
MRPL1	ENST00000315567	8	0.279391892	MRPL1	HGNC:14275
CD302	ENST00000259053	8	0.279366937	CD302	HGNC:30843
FAM169A	ENST00000389156	8	0.279305139	FAM169A	HGNC:29138
FAM166A	ENST00000344774	8	0.279304186	CIMIP2A	HGNC:33818
OR4F15	ENST00000332238	8	0.279165295	OR4F15	HGNC:15078
C1orf227	ENST00000332912	8	0.279125359	SPATA45	HGNC:33709
POLM	ENST00000242248	8	0.279056465	POLM	HGNC:9185
KRT7	ENST00000331817	8	0.279045516	KRT7	HGNC:6445
ACRV1	ENST00000533904	8	0.27900486	ACRV1	HGNC:127
TAPBP	ENST00000434618	8	0.278996713	TAPBP	HGNC:11566
PLAC8L1	ENST00000311450	8	0.278981297	PLAC8L1	HGNC:31746
TNFRSF1B	ENST00000376259	8	0.278942724	TNFRSF1B	HGNC:11917
ADAM33	ENST00000356518	8	0.278911436	ADAM33	HGNC:15478
TRIM15	ENST00000376694	8	0.278886156	TRIM15	HGNC:16284
TNFRSF8	ENST00000263932	8	0.278873664	TNFRSF8	HGNC:11923
CCDC96	ENST00000310085	8	0.27882293	CFAP184	HGNC:26900
C17orf105	ENST00000449302	8	0.278806783	CFAP97D1	HGNC:37241
WDR72	ENST00000396328	8	0.278730331	WDR72	HGNC:26790
TVP23C	ENST00000225576	8	0.278725306	TVP23C	HGNC:30453
CCDC109B	ENST00000394650	8	0.278717263	MCUB	HGNC:26076
ZWILCH	ENST00000307897	8	0.278708422	ZWILCH	HGNC:25468
LRRC48	ENST00000399187	8	0.278684935	DRC3	HGNC:25384
TRIM65	ENST00000269383	8	0.278654509	TRIM65	HGNC:27316
VMAC	ENST00000339485	8	0.278637771	VMAC	HGNC:33803
HAUS8	ENST00000253669	8	0.278636284	HAUS8	HGNC:30532
TPX2	ENST00000300403	8	0.278569798	TPX2	HGNC:1249
SNX31	ENST00000311812	8	0.278552391	SNX31	HGNC:28605
PMF1	ENST00000368277	8	0.278548546	PMF1	HGNC:9112
IRAK3	ENST00000261233	8	0.278532433	IRAK3	HGNC:17020
SCN7A	ENST00000441411	8	0.278512787	SCN7A	HGNC:10594
LGSN	ENST00000370657	8	0.278446255	LGSN	HGNC:21016
KIAA1024L	ENST00000564719	8	0.278402917	MINAR2	HGNC:33914
KIF24	ENST00000402558	8	0.278399791	KIF24	HGNC:19916
BUB1	ENST00000302759	8	0.27837773	BUB1	HGNC:1148
CCDC38	ENST00000344280	8	0.278343359	CCDC38	HGNC:26843
DCDC1	ENST00000597505	8	0.278325811	DCDC1	HGNC:20625
SPERT	ENST00000310521	8	0.278302197	CBY2	HGNC:30720
ASGR2	ENST00000355035	8	0.278299582	ASGR2	HGNC:743
SPATA17	ENST00000366933	8	0.278268647	SPATA17	HGNC:25184
TTC6	ENST00000267368	8	0.278255765	TTC6	HGNC:19739
FGFBP1	ENST00000382333	8	0.278191493	FGFBP1	HGNC:19695
LRG1	ENST00000306390	8	0.278181808	LRG1	HGNC:29480
IL15RA	ENST00000379977	8	0.278162091	IL15RA	HGNC:5978
PRAM1	ENST00000423345	8	0.278157446	PRAM1	HGNC:30091
SPATA9	ENST00000274432	8	0.27811571	SPATA9	HGNC:22988
IFT81	ENST00000242591	8	0.27808545	IFT81	HGNC:14313
INS-IGF2	ENST00000397270	8	0.278060903	INS-IGF2	HGNC:33527
BHLHB9	ENST00000372735	8	0.278034182	GPRASP3	HGNC:29353
ADAMDEC1	ENST00000256412	8	0.278031049	ADAMDEC1	HGNC:16299
SIRPA	ENST00000358771	8	0.278020726	SIRPA	HGNC:9662
SH3TC2	ENST00000515425	8	0.278017475	SH3TC2	HGNC:29427
UTP14A	ENST00000394422	8	0.277996619	UTP14A	HGNC:10665
SDC1	ENST00000381150	8	0.277985677	SDC1	HGNC:10658
GLYATL2	ENST00000532258	8	0.277979868	GLYATL2	HGNC:24178
FANCM	ENST00000267430	8	0.277931755	FANCM	HGNC:23168
MNDA	ENST00000368141	8	0.277922176	MNDA	HGNC:7183
GYPA	ENST00000360771	8	0.277894311	GYPA	HGNC:4702
GPC5	ENST00000377067	8	0.277848353	GPC5	HGNC:4453
AADACL2	ENST00000356517	8	0.277740951	AADACL2	HGNC:24427
DEFB115	ENST00000400552	8	0.277711764	DEFB115	HGNC:18096
PLSCR2	ENST00000497985	8	0.277711161	PLSCR2	HGNC:16494
BIK	ENST00000216115	8	0.277708213	BIK	HGNC:1051
PLEKHG4B	ENST00000283426	8	0.277695492	PLEKHG4B	HGNC:29399
TMEM69	ENST00000372025	8	0.277678252	TMEM69	HGNC:28035
FKBPL	ENST00000375156	8	0.277677531	FKBPL	HGNC:13949
ITFG3	ENST00000301678	8	0.277642027	FAM234A	HGNC:14163
LIMA1	ENST00000341247	8	0.27763509	LIMA1	HGNC:24636
SH2D2A	ENST00000368199	8	0.277608608	SH2D2A	HGNC:10821
FRMD1	ENST00000283309	8	0.277595199	FRMD1	HGNC:21240
STPG1	ENST00000374409	8	0.277589698	STPG1	HGNC:28070
SERPING1	ENST00000278407	8	0.277583542	SERPING1	HGNC:1228
C1orf174	ENST00000361605	8	0.2775589	C1orf174	HGNC:27915
SLCO6A1	ENST00000379807	8	0.277547681	SLCO6A1	HGNC:23613
CALCB	ENST00000324229	8	0.277520168	CALCB	HGNC:1438
NUMA1	ENST00000393695	8	0.277485794	NUMA1	HGNC:8059
ZNF99	ENST00000596209	8	0.277477992	ZNF99	HGNC:13175
OR11G2	ENST00000357366	8	0.277419513	OR11G2	HGNC:15346
ULBP2	ENST00000367351	8	0.27736747	ULBP2	HGNC:14894
FAM103A1	ENST00000304191	8	0.277367054	RAMAC	HGNC:31022
FNDC7	ENST00000370017	8	0.277351689	FNDC7	HGNC:26668
CCL8	ENST00000394620	8	0.277343778	CCL8	HGNC:10635
KRT12	ENST00000251643	8	0.277294948	KRT12	HGNC:6414
DPEP2	ENST00000572888	8	0.27726766	DPEP2	HGNC:23028
TACO1	ENST00000258975	8	0.277151453	TACO1	HGNC:24316
RIN1	ENST00000311320	8	0.277134333	RIN1	HGNC:18749
DYX1C1	ENST00000321149	8	0.277110936	DNAAF4	HGNC:21493
TEX22	ENST00000451127	8	0.277081945	TEX22	HGNC:40026
C8orf76	ENST00000276704	8	0.277030867	C8orf76	HGNC:25924
TTC16	ENST00000373289	8	0.276981028	TTC16	HGNC:26536
RTBDN	ENST00000458671	8	0.27698045	RTBDN	HGNC:30310
MIPOL1	ENST00000537471	8	0.276960193	MIPOL1	HGNC:21460
THEMIS	ENST00000368248	8	0.276910403	THEMIS	HGNC:21569
IL2	ENST00000226730	8	0.276903848	IL2	HGNC:6001
PLEKHO2	ENST00000323544	8	0.276881649	PLEKHO2	HGNC:30026
WEE2	ENST00000397541	8	0.276844255	WEE2	HGNC:19684
FAM211B	ENST00000318753	8	0.276817893	LRRC75B	HGNC:33155
CATSPER4	ENST00000456354	8	0.27680999	CATSPER4	HGNC:23220
HLA-G	ENST00000360323	8	0.276782254	HLA-G	HGNC:4964
STYK1	ENST00000075503	8	0.276762615	STYK1	HGNC:18889
C19orf45	ENST00000361664	8	0.276757096	SAXO5	HGNC:24745
C1orf27	ENST00000287859	8	0.276745324	ODR4	HGNC:24299
LINC00935	ENST00000548380	8	0.276740689	SPMIP11	HGNC:48628
SMCO1	ENST00000397537	8	0.276694231	SMCO1	HGNC:27407
SEC14L6	ENST00000402034	8	0.276683018	SEC14L6	HGNC:40047
IFI35	ENST00000415816	8	0.276656285	IFI35	HGNC:5399
SEC16A	ENST00000313050	8	0.276655311	SEC16A	HGNC:29006
TRIM61	ENST00000329314	8	0.276643506	TRIM61	HGNC:24339
LAG3	ENST00000203629	8	0.276641162	LAG3	HGNC:6476
C18orf54	ENST00000300091	8	0.276615085	C18orf54	HGNC:13796
THRSP	ENST00000281030	8	0.276613946	THRSP	HGNC:11800
MTERFD2	ENST00000391980	8	0.276563281	MTERF4	HGNC:28785
AXDND1	ENST00000367618	8	0.276561785	AXDND1	HGNC:26564
OR4K2	ENST00000298642	8	0.276560344	OR4K2	HGNC:14728
RAB40AL	ENST00000218249	8	0.276541297	RAB40AL	HGNC:25410
MICALL2	ENST00000297508	8	0.276488602	MICALL2	HGNC:29672
ANKRD36C	ENST00000456556	8	0.276472985	ANKRD36C	HGNC:32946
CSH1	ENST00000316193	8	0.276441079	CSH1	HGNC:2440
GLB1L3	ENST00000431683	8	0.276420873	GLB1L3	HGNC:25147
TTF2	ENST00000369466	8	0.276370371	TTF2	HGNC:12398
OR2AG2	ENST00000338569	8	0.276327836	OR2AG2	HGNC:15143
OR11H4	ENST00000315409	8	0.276306325	OR11H4	HGNC:15347
CCL7	ENST00000378569	8	0.276290273	CCL7	HGNC:10634
CIPC	ENST00000361786	8	0.276288886	CIPC	HGNC:20365
IQCK	ENST00000320394	8	0.276246239	IQCK	HGNC:28556
LRIT3	ENST00000594814	8	0.276238174	LRIT3	HGNC:24783
CCDC74B	ENST00000310463	8	0.276193986	CCDC74B	HGNC:25267
OR10K1	ENST00000289451	8	0.276171084	OR10K1	HGNC:14693
NOXO1	ENST00000397280	8	0.276147515	NOXO1	HGNC:19404
RHPN1	ENST00000289013	8	0.276144169	RHPN1	HGNC:19973
GPA33	ENST00000367868	8	0.276137481	GPA33	HGNC:4445
NDC80	ENST00000261597	8	0.276063278	NDC80	HGNC:16909
NRN1L	ENST00000339176	8	0.276058936	NRN1L	HGNC:29811
GDF3	ENST00000329913	8	0.27604694	GDF3	HGNC:4218
CHCHD6	ENST00000290913	8	0.276010563	CHCHD6	HGNC:28184
DCHS2	ENST00000357232	8	0.275973522	DCHS2	HGNC:23111
N4BP2	ENST00000261435	8	0.275945719	N4BP2	HGNC:29851
MCCD1	ENST00000376191	8	0.275905822	MCCD1	HGNC:20668
BCL2L15	ENST00000393316	8	0.275892477	BCL2L15	HGNC:33624
APOBEC3A	ENST00000249116	8	0.275745754	APOBEC3A	HGNC:17343
RTP3	ENST00000296142	8	0.2757242	RTP3	HGNC:15572
NHSL1	ENST00000427025	8	0.275719013	NHSL1	HGNC:21021
IQCE	ENST00000402050	8	0.275708787	IQCE	HGNC:29171
CDT1	ENST00000301019	8	0.275692148	CDT1	HGNC:24576
LRRC46	ENST00000269025	8	0.275690374	LRRC46	HGNC:25047
FAM83C	ENST00000374408	8	0.275680012	FAM83C	HGNC:16121
WDR60	ENST00000407559	8	0.27566527	DYNC2I1	HGNC:21862
BCAM	ENST00000270233	8	0.275659341	BCAM	HGNC:6722
CFHR5	ENST00000256785	8	0.27560899	CFHR5	HGNC:24668
PYURF	ENST00000273968	8	0.275589745	PYURF	HGNC:44317
VWDE	ENST00000275358	8	0.275575691	VWDE	HGNC:21897
OCEL1	ENST00000215061	8	0.275575681	OCEL1	HGNC:26221
TMPRSS4	ENST00000437212	8	0.275565255	TMPRSS4	HGNC:11878
RNF135	ENST00000328381	8	0.27555192	RNF135	HGNC:21158
FCGR2B	ENST00000358671	8	0.27551381	FCGR2B	HGNC:3618
FKBP15	ENST00000446284	8	0.275511959	FKBP15	HGNC:23397
ADAM15	ENST00000356955	8	0.275477721	ADAM15	HGNC:193
TCTEX1D1	ENST00000282670	8	0.275417057	DYNLT5	HGNC:26882
CEP70	ENST00000484888	8	0.275402569	CEP70	HGNC:29972
KNCN	ENST00000481882	8	0.275396528	KNCN	HGNC:26488
