gene	transcript	UniProt_id	mean_am_pathogenicity	mean_am_pathogenicity_bin	exp_lof	mean_phylop	mean_phylop_bin	oe_lof_upper	oe_lof_upper_bin	loeuf_low_powered
HORMAD2	ENST00000403975	Q8N7B1	0.289552689	8	15.928	1.157250524	6	0.986	5	FALSE
AMIGO3	ENST00000320431	Q86WK7	0.289543939	8	10.525	0.820703387	7	1.248	6	FALSE
THEMIS2	ENST00000373921	Q5TEJ8	0.289530367	8	20.252	0.854050875	7	0.713	3	FALSE
ZSWIM3	ENST00000255152	Q96MP5	0.289527403	8	23.853	1.359262586	5	0.763	3	FALSE
TIMMDC1	ENST00000494664	Q9NPL8	0.289513635	8	17.253	0.612155974	7	1.268	6	FALSE
C22orf42	ENST00000382097	Q6IC83	0.28949065	8	14.45	-0.26488319	9	1.785	9	FALSE
PDYN	ENST00000217305	P01213	0.289460056	8	6.8334	0.83262831	7	1.656	8	TRUE
OR8H1	ENST00000313022	Q8NGG4	0.289449158	8	2.8979	-0.473081917	9	1.946	9	TRUE
ESCO2	ENST00000305188	Q56NI9	0.289434945	8	27.716	NA	NA	0.833	4	FALSE
TMC8	ENST00000318430	Q8IU68	0.289369216	8	31.053	0.365582854	8	1.124	6	FALSE
AC004381.6	ENST00000564274	Q96IC2	0.289366988	8	38.068	1.682995558	4	0.856	4	FALSE
STRA8	ENST00000275764	Q7Z7C7	0.289357281	8	17.086	1.462275982	5	0.845	4	FALSE
ORC1	ENST00000371566	Q13415	0.289317206	8	44.886	1.984747291	3	0.881	4	FALSE
OPN3	ENST00000366554	Q9H1Y3	0.289298916	8	14.704	1.343212247	5	0.894	4	FALSE
FCER2	ENST00000346664	P06734	0.289263516	8	19.51	0.215622202	8	1.368	7	FALSE
TRPT1	ENST00000317459	Q86TN4	0.289239192	8	11.846	1.758506298	4	1	5	FALSE
HLA-E	ENST00000376630	P13747	0.289202376	8	19.279	0.104204871	9	0.614	2	FALSE
VWA2	ENST00000392982	Q5GFL6	0.289199379	8	30.907	0.997786283	6	1.391	7	FALSE
ICA1L	ENST00000358299	Q8NDH6	0.289186051	8	26.511	1.232589006	5	0.64	3	FALSE
EFHB	ENST00000295824	Q8N7U6	0.289182794	8	39.254	1.439380407	5	1.24	6	FALSE
DLX4	ENST00000240306	Q92988	0.289161717	8	8.5714	0.893904865	6	1.067	5	TRUE
CD300E	ENST00000392619	Q496F6	0.289072196	8	10.317	-0.01673851	9	0.887	4	FALSE
CFC1	ENST00000259216	P0CG37	0.289064262	8	4.9933	0.223499045	8	1.247	6	TRUE
ESAM	ENST00000278927	Q96AP7	0.289031197	8	15.518	1.026442289	6	0.59	2	FALSE
CBWD5	ENST00000382405	Q5RIA9	0.289030528	8	2.232	2.319742203	2	1.946	9	TRUE
CNBD2	ENST00000373973	Q96M20	0.289005832	8	30.035	1.176033258	6	1.163	6	FALSE
MB21D1	ENST00000370315	Q8N884	0.288984344	8	16.918	0.487732917	8	1.293	6	FALSE
M1AP	ENST00000290536	Q8TC57	0.288978653	8	27.327	1.37255013	5	1.405	7	FALSE
RP1-139D8.6	ENST00000372963	X6R8D5	0.28893765	8	3.6815	0.488397181	8	1.576	8	TRUE
SPATC1	ENST00000377470	Q76KD6	0.288906984	8	18.537	0.393664986	8	1.246	6	FALSE
LRRC61	ENST00000359623	Q9BV99	0.288879691	8	7.5452	0.379050702	8	1.382	7	TRUE
PSD4	ENST00000245796	Q8NDX1	0.288872854	8	49.22	0.364383429	8	0.37	1	FALSE
LAT	ENST00000360872	O43561	0.288864585	8	19.002	0.265128851	8	0.76	3	FALSE
THEM4	ENST00000368814	Q5T1C6	0.28884015	8	10.346	0.103308454	9	1.612	8	FALSE
PON3	ENST00000265627	Q15166	0.288707646	8	15.407	2.239307404	2	1.262	6	FALSE
SLC39A4	ENST00000301305	Q6P5W5	0.288681892	8	24.084	0.290019751	8	0.704	3	FALSE
C17orf70	ENST00000327787	Q0VG06	0.288635091	8	26.34	0.693705857	7	0.738	3	FALSE
TRIM45	ENST00000256649	Q9H8W5	0.288617809	8	21.395	1.459280491	5	1.08	5	FALSE
TMEM237	ENST00000409883	Q96Q45	0.288582826	8	23.332	1.137536764	6	1.246	6	FALSE
LTBR	ENST00000228918	P36941	0.288580067	8	21.406	0.787604034	7	0.491	2	FALSE
FAM122B	ENST00000370790	Q7Z309	0.288487427	8	9.5527	1.446169972	5	0.497	2	TRUE
KIAA1549	ENST00000422774	Q9HCM3	0.288486294	8	65.852	1.808159113	4	0.295	1	FALSE
ZC3H3	ENST00000262577	Q8IXZ2	0.288465495	8	32.095	1.053035498	6	0.41	1	FALSE
TTI1	ENST00000449821	O43156	0.288465351	8	36.86	2.51785779	2	0.82	4	FALSE
EME2	ENST00000568449	A4GXA9	0.28839119	8	17.405	0.240322769	8	1.939	9	FALSE
GPNMB	ENST00000381990	Q14956	0.288345264	8	28.247	1.377978683	5	1.678	8	FALSE
CIITA	ENST00000324288	P33076	0.288301294	8	51.876	0.195449576	8	0.583	2	FALSE
COQ3	ENST00000254759	Q9NZJ6	0.288288203	8	15.375	2.252413034	2	1.344	7	FALSE
OR13C4	ENST00000277216	Q8NGS5	0.288287251	8	6.6047	0.27648899	8	1.932	9	TRUE
ABCA9	ENST00000340001	Q8IUA7	0.28825511	8	88.007	1.118328214	6	1.07	5	FALSE
NRSN1	ENST00000378491	Q8IZ57	0.288237751	8	7.7817	1.270721793	5	1.499	7	TRUE
OR5AN1	ENST00000313940	Q8NGI8	0.28820433	8	5.3475	0.035025071	9	1.849	9	TRUE
DBNDD2	ENST00000372720	Q9BQY9	0.288142837	8	9.0751	1.188967705	6	1.301	6	TRUE
TMEM123	ENST00000398136	Q8N131	0.288095149	8	7.6156	0.338511795	8	0.623	3	TRUE
CCSER1	ENST00000509176	Q9C0I3	0.28808913	8	35.361	1.725438118	4	0.55	2	FALSE
KIF15	ENST00000326047	Q9NS87	0.288078549	8	82.959	2.758128405	1	0.79	4	FALSE
FAM21C	ENST00000374362	Q9Y4E1	0.28807209	8	42.126	2.010604143	3	0.856	4	FALSE
MAMLD1	ENST00000262858	Q13495	0.288066127	8	23.201	1.426167727	5	0.204	0	FALSE
GAS8	ENST00000268699	O95995	0.288060052	8	25.446	1.394190311	5	1.188	6	FALSE
IGSF6	ENST00000268389	O95976	0.288044174	8	10.908	0.268037468	8	1.085	5	FALSE
PGLYRP2	ENST00000340880	Q96PD5	0.288037987	8	20.981	1.295547128	5	1.272	6	FALSE
MLF1	ENST00000355893	P58340	0.288027682	8	17.786	1.302622199	5	1.366	7	FALSE
MAGEB18	ENST00000325250	Q96M61	0.288011606	8	5.2938	0.292933255	8	1.853	9	TRUE
SLC7A6OS	ENST00000263997	Q96CW6	0.287979087	8	14.91	0.718429983	7	0.614	2	FALSE
SETD4	ENST00000332131	Q9NVD3	0.28797906	8	26.165	0.858998299	7	1.245	6	FALSE
TET2	ENST00000380013	Q6N021	0.287966133	8	66.67	2.451815128	2	1.38	7	FALSE
MALRD1	ENST00000454679	Q5VYJ5	0.287965196	8	62.531	1.982941985	3	0.869	4	FALSE
BST2	ENST00000252593	Q10589	0.287964713	8	8.3436	-0.494993031	9	1.409	7	TRUE
SMYD4	ENST00000305513	Q8IYR2	0.287909047	8	33.538	1.005347371	6	1.076	5	FALSE
AC006547.14	ENST00000439765	H7C350	0.287888293	8	16.749	0.211047441	8	1.161	6	FALSE
TMEM108	ENST00000393130	Q6UXF1	0.287884193	8	16.017	2.168487549	3	0.187	0	FALSE
MTRR	ENST00000440940	Q9UBK8	0.287883835	8	36.407	1.447048306	5	0.798	4	FALSE
ZNF626	ENST00000601440	Q68DY1	0.287879412	8	5.1312	-0.339548111	9	0.923	4	TRUE
GBP1	ENST00000370473	P32455	0.287866761	8	28.504	0.545883119	7	1.225	6	FALSE
THAP5	ENST00000415914	Q7Z6K1	0.287857252	8	15.136	0.876604021	7	1.121	6	FALSE
L1TD1	ENST00000498273	Q5T7N2	0.287844159	8	13.7	0.174061343	8	1.328	7	FALSE
HEYL	ENST00000372852	Q9NQ87	0.287843014	8	13.006	0.633746684	7	1.397	7	FALSE
SYNE1	ENST00000367255	Q8NF91	0.287822772	8	487.01	3.410176754	0	0.423	1	FALSE
ZMYM6	ENST00000357182	O95789	0.28781458	8	58.703	1.616397738	4	0.693	3	FALSE
ZFAND1	ENST00000220669	Q8TCF1	0.287785594	8	16.342	1.393817306	5	1.265	6	FALSE
TRIM5	ENST00000380034	Q9C035	0.287738972	8	15.504	-0.095630206	9	1.013	5	FALSE
VWA5B1	ENST00000375079	Q5TIE3	0.287717225	8	48.87	2.602524996	2	1.272	6	FALSE
CFHR2	ENST00000367415	P36980	0.287705992	8	9.2448	0.049141511	9	1.818	9	TRUE
CCDC86	ENST00000227520	Q9H6F5	0.287704573	8	16.559	0.497701228	8	1.024	5	FALSE
MYBBP1A	ENST00000254718	Q9BQG0	0.287685718	8	61.869	1.430662394	5	1.202	6	FALSE
CARD18	ENST00000530950	P57730	0.287662627	8	3.8044	-0.724817693	9	1.854	9	TRUE
EMD	ENST00000369842	P50402	0.287645527	8	8.5531	0.599846959	7	0.35	1	TRUE
ALPK1	ENST00000458497	Q96QP1	0.287644888	8	53.606	1.572960138	4	0.929	4	FALSE
XRRA1	ENST00000340360	Q6P2D8	0.287629162	8	35.611	0.769198716	7	0.783	3	FALSE
SFR1	ENST00000369727	Q86XK3	0.287566942	8	10.713	1.161539674	6	1.811	9	FALSE
NOSTRIN	ENST00000317647	Q8IVI9	0.28753074	8	31.874	1.60125339	4	1.059	5	FALSE
PRR19	ENST00000499536	A6NJB7	0.287522521	8	9.8922	0.645658493	7	0.48	2	TRUE
ZSWIM1	ENST00000372520	Q9BR11	0.287498808	8	14.11	0.950213552	6	1.693	8	FALSE
FRAT2	ENST00000371019	O75474	0.287417019	8	3.2118	0.757579029	7	1.688	8	TRUE
OMA1	ENST00000371226	Q96E52	0.287390201	8	25.671	2.086974382	3	1.132	6	FALSE
MYOZ3	ENST00000297130	Q8TDC0	0.287380881	8	10.358	0.350161105	8	1.389	7	FALSE
LRRFIP1	ENST00000392000	Q32MZ4	0.28737564	8	17.543	0.697467387	7	0.675	3	FALSE
PCDHB14	ENST00000239449	Q9Y5E9	0.287316673	8	16.472	0.264334917	8	1.674	8	FALSE
RMDN2	ENST00000406384	Q96LZ7	0.287288134	8	21.182	1.52477634	4	1.641	8	FALSE
ZNF430	ENST00000261560	Q9H8G1	0.287285017	8	7.0292	-0.351704299	9	1.295	6	TRUE
IL24	ENST00000294984	Q13007	0.287237093	8	10.901	0.185086042	8	1.542	7	FALSE
SFXN4	ENST00000355697	Q6P4A7	0.287233689	8	25.323	0.470098346	8	0.912	4	FALSE
SELE	ENST00000333360	P16581	0.28723042	8	33.774	0.646646142	7	0.86	4	FALSE
UTP6	ENST00000261708	Q9NYH9	0.287216995	8	43.521	1.262550116	5	0.668	3	FALSE
GOLM1	ENST00000388711	Q8NBJ4	0.28719671	8	23.497	0.533687949	8	1.034	5	FALSE
HAMP	ENST00000222304	P81172	0.287191469	8	3.3928	0.461544305	8	1.81	9	TRUE
CCDC82	ENST00000423339	Q8N4S0	0.287191027	8	26.978	1.366152883	5	0.856	4	FALSE
IFIT5	ENST00000371795	Q13325	0.287187703	8	17.166	0.611888051	7	0.915	4	FALSE
TMEM247	ENST00000434431	A6NEH6	0.287152082	8	7.6234	1.266663194	5	1.659	8	TRUE
CD99L2	ENST00000370377	Q8TCZ2	0.287099816	8	13.919	0.139737591	9	1.037	5	FALSE
TRIM73	ENST00000437796	Q86UV7	0.287089859	8	6.0957	1.031574845	6	1.765	8	TRUE
OR10Z1	ENST00000361284	Q8NGY1	0.287053581	8	5.1317	0.509078562	8	1.216	6	TRUE
KLRK1	ENST00000540818	P26718	0.287035236	8	14.284	0.361227125	8	1.797	9	FALSE
CD27	ENST00000266557	P26842	0.287024367	8	11.431	0.446550071	8	0.92	4	FALSE
THAP8	ENST00000292894	Q8NA92	0.287022303	8	9.1243	0.369299471	8	1.669	8	TRUE
RASAL3	ENST00000343625	Q86YV0	0.287012733	8	41.699	1.580695033	4	0.781	3	FALSE
GSG2	ENST00000325418	Q8TF76	0.28699518	8	20.479	1.086274624	6	1.009	5	FALSE
URB2	ENST00000258243	Q14146	0.286989584	8	56.249	1.62298727	4	0.845	4	FALSE
NME9	ENST00000333911	Q86XW9	0.286957331	8	20.676	1.166847825	6	1.348	7	FALSE
TMEM219	ENST00000566848	Q86XT9	0.286936094	8	8.8591	1.122513175	6	1.47	7	TRUE
ROBO4	ENST00000306534	Q8WZ75	0.28693078	8	44.786	0.959848821	6	0.909	4	FALSE
PTH	ENST00000529816	P01270	0.286929538	8	4.0804	0.887252808	6	1.695	8	TRUE
ZNF728	ENST00000594710	P0DKX0	0.286917934	8	5.255	-0.640489995	9	1.773	8	TRUE
CXCL5	ENST00000296027	P42830	0.286907366	8	5.095	0.429335415	8	1.914	9	TRUE
IL17RB	ENST00000288167	Q9NRM6	0.286889847	8	24.482	0.954329371	6	1.139	6	FALSE
ALOX12	ENST00000251535	P18054	0.286853141	8	36.948	1.857113242	3	1.039	5	FALSE
C1orf85	ENST00000362007	Q8WWB7	0.28684323	8	17.521	1.307548046	5	1.454	7	FALSE
YY1AP1	ENST00000295566	Q9H869	0.286843148	8	27.786	1.472411633	5	1.257	6	FALSE
CYB5RL	ENST00000534324	Q6IPT4	0.286829662	8	16.931	1.924678564	3	1.075	5	FALSE
PARP14	ENST00000474629	Q460N5	0.286796004	8	67.569	0.837164283	7	0.395	1	FALSE
TNFSF18	ENST00000404377	Q9UNG2	0.28675154	8	7.013	0.341846615	8	1.627	8	TRUE
MAML1	ENST00000292599	Q92585	0.286715229	8	32.594	1.880812764	3	0.146	0	FALSE
GPR50	ENST00000218316	Q13585	0.28670931	8	7.6151	1.454855919	5	0.623	3	TRUE
FAM114A2	ENST00000520667	Q9NRY5	0.286679563	8	25.676	2.249681473	2	1.04	5	FALSE
IL17RE	ENST00000383814	Q8NFR9	0.286640822	8	33.011	0.670848072	7	0.772	3	FALSE
PLA2R1	ENST00000283243	Q13018	0.286607969	8	85.685	0.90636009	6	0.868	4	FALSE
RBBP8	ENST00000399722	Q99708	0.286597066	8	49.731	2.145081043	3	0.749	3	FALSE
DBF4	ENST00000265728	Q9UBU7	0.286562682	8	32.421	1.205935836	5	0.282	0	FALSE
C3orf49	ENST00000295896	Q96BT1	0.286558516	8	13.171	0.873900354	7	1.471	7	FALSE
CD300LB	ENST00000392621	A8K4G0	0.286532729	8	11.054	-0.206099793	9	1.621	8	FALSE
CHML	ENST00000366553	P26374	0.286500091	8	18.677	0.703496695	7	0.908	4	FALSE
ANKUB1	ENST00000462519	A6NFN9	0.286480178	8	17.074	1.223341942	5	1.282	6	FALSE
CYS1	ENST00000381813	Q717R9	0.286457259	8	1.3583	-0.305892646	9	1.854	9	TRUE
EIF2D	ENST00000271764	P41214	0.286454078	8	36.49	3.063456535	1	0.796	4	FALSE
ABCC6	ENST00000205557	O95255	0.286439557	8	72.492	2.059325933	3	1.026	5	FALSE
KIF26A	ENST00000423312	Q9ULI4	0.286427171	8	51.88	2.372565508	2	0.468	2	FALSE
E2F7	ENST00000322886	Q96AV8	0.286427072	8	36.911	1.477617383	5	0.285	0	FALSE
AHSP	ENST00000302312	Q9NZD4	0.286393939	8	1.8206	0.64585036	7	1.956	9	TRUE
OR4D5	ENST00000307033	Q8NGN0	0.286392395	8	5.8022	0.47474885	8	1.87	9	TRUE
SERTAD1	ENST00000357949	Q9UHV2	0.286301996	8	4.2024	0.701918423	7	1.118	5	TRUE
SLCO1B7	ENST00000421593	G3V0H7	0.286286261	8	25.771	1.140498638	6	1.742	8	FALSE
SAMD9L	ENST00000437805	Q8IVG5	0.286265109	8	54.899	0.979363263	6	0.783	3	FALSE
GDF9	ENST00000378673	O60383	0.286228957	8	14.275	1.174329042	6	1.188	6	FALSE
GPR115	ENST00000283303	Q8IZF3	0.286199	8	26.619	1.226892471	5	1.224	6	FALSE
ATP6V1G3	ENST00000281087	Q96LB4	0.286126335	8	5.0498	1.249882579	5	1.234	6	TRUE
SERPINE3	ENST00000521255	A8MV23	0.286110041	8	16.319	1.656041026	4	1.116	5	FALSE
DDX31	ENST00000372153	Q9H8H2	0.286092026	8	37.73	1.696933985	4	0.77	3	FALSE
TMEM138	ENST00000278826	Q9NPI0	0.286088227	8	6.9969	1.414412856	5	1.106	5	TRUE
OR13C8	ENST00000335040	Q8NGS7	0.286077829	8	5.269	0.388866037	8	1.856	9	TRUE
LEFTY1	ENST00000272134	O75610	0.285999116	8	14.521	1.465901732	5	1.721	8	FALSE
WIPF3	ENST00000409290	A6NGB9	0.285972463	8	16.284	0.634173691	7	0.807	4	FALSE
TCAP	ENST00000309889	O15273	0.285954845	8	6.6328	0.537843168	8	0.948	4	TRUE
TDRD12	ENST00000444215	Q587J7	0.285948089	8	51.933	1.805431247	4	1.024	5	FALSE
NUPR1	ENST00000324873	O60356	0.285866807	8	3.5329	0.031485699	9	1.878	9	TRUE
LRRC26	ENST00000371542	Q2I0M4	0.285857509	8	4.1704	-0.00213813	9	1.678	8	TRUE
TDGF1	ENST00000296145	P13385	0.285850608	8	8.8952	0.305013835	8	1.919	9	TRUE
OGFR	ENST00000290291	Q9NZT2	0.285817869	8	14.66	0.553187966	7	0.717	3	FALSE
EMILIN2	ENST00000254528	Q9BXX0	0.285813126	8	34.34	0.953499317	6	1.051	5	FALSE
HLA-F	ENST00000334668	P30511	0.28578553	8	18.186	-0.007697601	9	1.001	5	FALSE
CLEC1B	ENST00000298527	Q9P126	0.285773713	8	13.417	0.788525224	7	1.446	7	FALSE
PNLIPRP3	ENST00000369230	Q17RR3	0.285764854	8	23.531	0.773769557	7	1.185	6	FALSE
CTAG2	ENST00000247306	O75638	0.28575641	8	1.2742	-1.010136962	9	1.865	9	TRUE
SAMD11	ENST00000342066	Q96NU1	0.285718718	8	24.538	1.334752917	5	1.28	6	FALSE
SHQ1	ENST00000325599	Q6PI26	0.285714112	8	24.578	1.629919052	4	1.134	6	FALSE
SLC30A8	ENST00000456015	Q8IWU4	0.285696487	8	16.788	1.315072536	5	1.515	7	FALSE
TBC1D32	ENST00000398212	Q96NH3	0.285688655	8	72.461	2.30485034	2	0.904	4	FALSE
C20orf201	ENST00000302096	Q8TD35	0.285688336	8	2.9953	-0.158868596	9	1.858	9	TRUE
TTC27	ENST00000317907	Q6P3X3	0.285684176	8	51.916	2.929640055	1	0.784	3	FALSE
KIAA1257	ENST00000265068	Q9ULG3	0.285674667	8	17.218	-0.033478621	9	1.341	7	FALSE
C4orf33	ENST00000425929	Q8N1A6	0.285658973	8	10.746	0.464120448	8	1.34	7	FALSE
IGFL3	ENST00000341415	Q6UXB1	0.285616305	8	7.77	0.023611763	9	1.176	6	TRUE
NSUN7	ENST00000381782	Q8NE18	0.285591414	8	26.141	0.952238262	6	0.791	4	FALSE
ACBD7	ENST00000356189	Q8N6N7	0.285590887	8	5.2489	0.177932352	8	1.19	6	TRUE
DSG2	ENST00000261590	Q14126	0.285590803	8	39.749	0.983111143	6	0.79	4	FALSE
HLA-DPA1	ENST00000419277	P20036	0.28554124	8	9.8793	0.378135562	8	1.568	8	TRUE
FRMPD1	ENST00000539465	Q5SYB0	0.285464933	8	62.047	1.846661091	3	0.656	3	FALSE
PTCD2	ENST00000380639	Q8WV60	0.285454996	8	19.389	0.224738985	8	1.315	7	FALSE
VPS37C	ENST00000301765	A5D8V6	0.285451087	8	10.648	0.709222972	7	0.86	4	FALSE
VSIG2	ENST00000326621	Q96IQ7	0.285447594	8	13.135	1.279018879	5	1.099	5	FALSE
KDM4E	ENST00000450979	B2RXH2	0.285419362	8	2.055	0.888099968	6	1.325	7	TRUE
INHA	ENST00000243786	P05111	0.285409083	8	10.344	1.626758695	4	1.016	5	FALSE
GATC	ENST00000551765	O43716	0.285361571	8	5.7717	0.579109311	7	1.695	8	TRUE
TCP11L1	ENST00000531632	Q9NUJ3	0.285273053	8	22.314	2.691309214	1	0.647	3	FALSE
COL10A1	ENST00000327673	Q03692	0.28527068	8	17.948	1.997736931	3	0.945	4	FALSE
C16orf89	ENST00000315997	Q6UX73	0.285195033	8	18.25	0.627316177	7	1.702	8	FALSE
ORC2	ENST00000234296	Q13416	0.285144511	8	32.53	1.472735643	5	0.364	1	FALSE
TMEM244	ENST00000438392	Q5VVB8	0.285116068	8	7.4927	1.244707942	5	1.218	6	TRUE
KRT80	ENST00000394815	Q6KB66	0.28505836	8	20.994	0.855113864	7	0.926	4	FALSE
ZCCHC7	ENST00000534928	Q8N3Z6	0.285045729	8	13.775	1.28673327	5	1.048	5	FALSE
DEFB124	ENST00000317676	Q8NES8	0.285031606	8	1.4325	1.085351825	6	1.844	9	TRUE
FLYWCH2	ENST00000396958	Q96CP2	0.285028951	8	2.5999	0.135919183	9	1.588	8	TRUE
CXorf40B	ENST00000370404	Q96DE9	0.284983255	8	1.9525	0.48367703	8	1.882	9	TRUE
ZNHIT2	ENST00000310597	Q9UHR6	0.284922655	8	10.01	1.026796699	6	1.434	7	FALSE
MDM4	ENST00000367182	O15151	0.284880125	8	26.734	0.53057009	8	0.112	0	FALSE
YIPF7	ENST00000332990	Q8N8F6	0.284853489	8	11.606	3.167928696	1	1.351	7	FALSE
CST1	ENST00000398402	P01037	0.28478714	8	4.7816	-0.40766871	9	1.96	9	TRUE
LYG1	ENST00000409448	Q8N1E2	0.284760432	8	10.547	0.732703269	7	1.365	7	FALSE
AP5B1	ENST00000532090	Q2VPB7	0.284719859	8	21.551	0.365035951	8	1.239	6	FALSE
PDZD2	ENST00000438447	O15018	0.284713074	8	100.8	1.440082073	5	0.277	0	FALSE
C9orf24	ENST00000297623	Q8NCR6	0.284711231	8	16.015	1.477348924	5	1.137	6	FALSE
WFDC13	ENST00000305479	Q8IUB5	0.284703312	8	4.741	0.427865952	8	1.555	8	TRUE
NCAPD3	ENST00000534548	P42695	0.284678022	8	83.131	2.19852829	3	0.489	2	FALSE
C16orf95	ENST00000253461	Q9H693	0.284608752	8	5.9304	-0.013330554	9	1.906	9	TRUE
IFNGR2	ENST00000290219	P38484	0.284592932	8	13.997	0.046122026	9	0.339	1	FALSE
FBXW10	ENST00000395665	Q5XX13	0.284561527	8	51.643	1.339796782	5	1.117	5	FALSE
IL37	ENST00000263326	Q9NZH6	0.284556096	8	6.3573	-0.349046618	9	1.729	8	TRUE
KRT77	ENST00000341809	Q7Z794	0.284537312	8	23.011	0.717710018	7	1.263	6	FALSE
GP5	ENST00000401815	P40197	0.284533176	8	6.9816	0.238104135	8	1.632	8	TRUE
ARHGEF5	ENST00000056217	Q12774	0.284492032	8	36.684	1.098037481	6	0.983	5	FALSE
LACC1	ENST00000325686	Q8IV20	0.28447723	8	15.767	1.015333891	6	1.076	5	FALSE
PRCD	ENST00000586148	Q00LT1	0.28446798	8	4.6129	0.355615914	8	1.583	8	TRUE
CLCA4	ENST00000370563	Q14CN2	0.284453442	8	36.143	1.396173835	5	1.03	5	FALSE
ZFR2	ENST00000262961	Q9UPR6	0.284452808	8	40.081	0.539010227	8	1.271	6	FALSE
C7orf49	ENST00000393114	Q9BWK5	0.284442646	8	3.5176	-0.119338728	9	1.305	6	TRUE
PKMYT1	ENST00000262300	Q99640	0.284416767	8	20.192	1.152886033	6	0.521	2	FALSE
ANKRD53	ENST00000360589	Q8N9V6	0.284409143	8	13.318	0.409710228	8	1.365	7	FALSE
CSF2	ENST00000296871	P04141	0.284409103	8	5.9284	0.639884591	7	0.505	2	TRUE
MOAP1	ENST00000556883	Q96BY2	0.284403895	8	9.0571	0.175312787	8	1.881	9	TRUE
AADACL4	ENST00000376221	Q5VUY2	0.284399892	8	6.6848	0.18603237	8	1.679	8	TRUE
POLG2	ENST00000539111	Q9UHN1	0.28438372	8	26.337	2.228640079	2	1.059	5	FALSE
HPS4	ENST00000336873	Q9NQG7	0.284340287	8	30.694	0.666782379	7	0.633	3	FALSE
LAMC2	ENST00000264144	Q13753	0.284319666	8	62.779	1.615886927	4	0.648	3	FALSE
IQCF2	ENST00000333127	Q8IXL9	0.284313316	8	10.507	0.579642296	7	1.127	6	FALSE
CASC1	ENST00000320267	Q6TDU7	0.284306048	8	37.89	1.294446826	5	0.983	5	FALSE
SMAGP	ENST00000603864	Q0VAQ4	0.284277483	8	3.455	0.411357015	8	1.324	7	TRUE
CXorf30	ENST00000378653	Q6ZTR5	0.284270727	8	19.146	1.24169147	5	0.329	1	FALSE
BEX1	ENST00000372728	Q9HBH7	0.284261433	8	2.326	0.578353465	7	1.216	6	TRUE
FASLG	ENST00000367721	P48023	0.284251537	8	10.822	0.967115223	6	0.716	3	FALSE
APOE	ENST00000252486	P02649	0.284247164	8	11.456	0.385138929	8	1.034	5	FALSE
SIGLEC10	ENST00000339313	Q96LC7	0.284230095	8	33.151	0.069489792	9	0.697	3	FALSE
EFCAB6	ENST00000262726	Q5THR3	0.284226309	8	74.725	0.832168221	7	1.158	6	FALSE
COL18A1	ENST00000359759	P39060	0.284217753	8	82.845	0.428168714	8	0.574	2	FALSE
UBAP2	ENST00000360802	Q5T6F2	0.284208058	8	63.166	3.01171279	1	0.516	2	FALSE
SMR3B	ENST00000304915	P02814	0.284164963	8	0.94834	-0.14523086	9	1.737	8	TRUE
BUB1B	ENST00000287598	O60566	0.284137655	8	64.239	2.085391283	3	0.58	2	FALSE
SPATA22	ENST00000573128	Q8NHS9	0.284134566	8	20.495	1.172903657	6	0.766	3	FALSE
RFTN1	ENST00000334133	Q14699	0.284104943	8	20.126	1.353967071	5	0.966	5	FALSE
TRMT12	ENST00000328599	Q53H54	0.284063094	8	17.249	1.40619123	5	0.531	2	FALSE
PEX26	ENST00000399744	Q7Z412	0.28400684	8	12.958	0.866269171	7	0.366	1	FALSE
TMCO2	ENST00000372766	Q7Z6W1	0.284004962	8	8.2329	1.3786062	5	1.566	8	TRUE
LAMB3	ENST00000367030	Q13751	0.283982519	8	61.363	1.565036893	4	0.738	3	FALSE
ALDH3B2	ENST00000349015	P48448	0.28395858	8	15.958	0.780657649	7	1.656	8	FALSE
SCGB3A1	ENST00000292641	Q96QR1	0.283915452	8	2.3451	-0.376916289	9	1.839	9	TRUE
TKTL1	ENST00000369915	P51854	0.283912546	8	21.078	2.265598536	2	0.142	0	FALSE
APOL2	ENST00000249066	Q9BQE5	0.283887581	8	3.2062	-0.661523283	9	1.834	9	TRUE
COL4A4	ENST00000396625	P53420	0.283869184	8	84.509	1.121391535	6	0.616	2	FALSE
SMIM5	ENST00000537494	Q71RC9	0.283860199	8	1.7731	-0.009485041	9	1.79	9	TRUE
KIAA0947	ENST00000296564	Q9Y2F5	0.28385702	8	80.189	0.742403388	7	0.164	0	FALSE
CEP112	ENST00000392769	Q8N8E3	0.283819189	8	67.947	2.483741522	2	1.127	6	FALSE
KIAA1143	ENST00000296121	Q96AT1	0.283810335	8	6.8617	0.386349678	8	1.324	7	TRUE
CDC42EP1	ENST00000249014	Q00587	0.283766618	8	7.1343	0.795415699	7	1.729	8	TRUE
SERPINF2	ENST00000382061	P08697	0.28376627	8	20.97	1.402983665	5	0.627	3	FALSE
ENKUR	ENST00000331161	Q8TC29	0.283728134	8	12.027	0.662070692	7	1.2	6	FALSE
TANGO6	ENST00000261778	Q9C0B7	0.283713956	8	48.194	1.627815127	4	0.82	4	FALSE
SLC39A2	ENST00000298681	Q9NP94	0.283700457	8	12.063	1.568185329	4	1.196	6	FALSE
KANK4	ENST00000371153	Q5T7N3	0.283614123	8	36.294	1.001233697	6	0.801	4	FALSE
C1orf63	ENST00000243189	Q9BUV0	0.283599706	8	13.753	0.62920773	7	1.835	9	FALSE
